document_id,pid,source_filename,checksum_sha256,title,creator,date_text,document_type,archive_reference,page_count,ocr_status,ingestion_status,ingestion_error,chunk_count,ingestion_version,corpus_version,source_uri,source_path,authority_id,archive_record_id,archive_record_pid,metadata_source,access_level,rights_note,ml_pages,ml_annotation,record_title,record_public_uri
doc_964614721622_19f73493c8fe,964614721622,1f2097b58fdaab563dfe0a36b34476104fb19ca74a54859534c6c034c15c3420__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/1f2097b58fdaab563dfe0a36b34476104fb19ca74a54859534c6c034c15c3420__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,83,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_7561ec3b10c9,964614721622,21e77c3f77035a4c1c202f87add48dead53db48313e15dab1a7dc5bedc7639cf__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/21e77c3f77035a4c1c202f87add48dead53db48313e15dab1a7dc5bedc7639cf__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,82,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_b7d8e55bc03b,964614721622,21f64dfd6be5e211df1623059d35868e07a5214857ea0c919bdfa4fd2879bbb6__pdf_master__v1.pdf,,RCA yearbook,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/21f64dfd6be5e211df1623059d35868e07a5214857ea0c919bdfa4fd2879bbb6__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,35-36,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_eb0b4fa64163,964614721622,492feedc3b57950d67e76e81340674759681edfc2344f2a8782a3485f7636f8a__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/492feedc3b57950d67e76e81340674759681edfc2344f2a8782a3485f7636f8a__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,83-85,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_27395764637b,964614721622,4d190e6164bcf9fb302821c0f750f2f30fb3b0946f21f42608c154178e8d5314__pdf_master__v1.pdf,,RCA prospectus,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/4d190e6164bcf9fb302821c0f750f2f30fb3b0946f21f42608c154178e8d5314__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,6,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_7fe92b24fbb0,964614721622,52192530502a21e8d7d1faea744033f044a7eee23b58200989056371559c2fed__pdf_master__v1.pdf,,RCA prospectus,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/52192530502a21e8d7d1faea744033f044a7eee23b58200989056371559c2fed__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,"35, 37",,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_dacf07dfe63c,964614721622,55d1469af3ec8009c9ff725986b4ffab42c32a53b86b87360134b505dfe12f58__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/55d1469af3ec8009c9ff725986b4ffab42c32a53b86b87360134b505dfe12f58__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,86,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_4c7dad35a8d7,964614721622,63115b9622b780b98ed26c5f17ee9cea8be1ed01a17173f5c783f220195881e1__pdf_master__v1.pdf,,RCA yearbook,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/63115b9622b780b98ed26c5f17ee9cea8be1ed01a17173f5c783f220195881e1__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,38-40,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_8f5ebc58e8fa,964614721622,6573ee684fb18a0480bed06a14faca30c8754a05d640195633a38953509d16d6__pdf_master__v1.pdf,,RCA yearbook,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/6573ee684fb18a0480bed06a14faca30c8754a05d640195633a38953509d16d6__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,"28, 30-31",,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_bd3980c07a50,964614721622,67baed6add48b0bf3840660e2d9eff029b09ffacff2213f52c659872f9b44101__pdf_master__v1.pdf,,RCA yearbook,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/67baed6add48b0bf3840660e2d9eff029b09ffacff2213f52c659872f9b44101__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,"34, 36-37",,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_00a852bc0741,964614721622,7b9b873af70ff18709d3b5e6beddc37962e7d374e9d77a235af6c30c41792e44__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/7b9b873af70ff18709d3b5e6beddc37962e7d374e9d77a235af6c30c41792e44__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,80,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_4a2999f191f7,964614721622,99efbf905f414aa0673af45751cabe740d19992f60fa371e7f00d7ab0b8b5985__pdf_master__v1.pdf,,RCA yearbook,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/99efbf905f414aa0673af45751cabe740d19992f60fa371e7f00d7ab0b8b5985__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,33-34,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_c14130023521,964614721622,a0a8d68ab2fa082b1b62abdd56361e3c5ca21d7ecd1afe0c8e425643bb02ab99__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/a0a8d68ab2fa082b1b62abdd56361e3c5ca21d7ecd1afe0c8e425643bb02ab99__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,50-52,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_ae15f8c00a15,964614721622,a429992f5be9dfab1c767c469cb123e174f8dbff5d60ab9ad75dc6ebcd024ecc__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/a429992f5be9dfab1c767c469cb123e174f8dbff5d60ab9ad75dc6ebcd024ecc__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,57-59,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_9149d928cc51,964614721622,daf171f44f7c0a7a14a0211a4c9cf06908f5dbf5895b15d97098eb685dcd7b28__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/daf171f44f7c0a7a14a0211a4c9cf06908f5dbf5895b15d97098eb685dcd7b28__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,81-82,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_90a726b56ff3,964614721622,e2990c44bf588f51a943e36948aee894b37df23dc45d357e1d06540731d46a02__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/e2990c44bf588f51a943e36948aee894b37df23dc45d357e1d06540731d46a02__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,51-52,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_128375835d94,964614721622,e32723922fb2c09cb022d1a41a19bb49d754fd7b6464ba3705baff352bef6e60__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/e32723922fb2c09cb022d1a41a19bb49d754fd7b6464ba3705baff352bef6e60__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,68,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_be0957b201ab,964614721622,fe54d1348ae093d56125281c81346d5bd6698cb4ed1545308925196f39211bf6__pdf_master__v1.pdf,,RCA calendar,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/fe54d1348ae093d56125281c81346d5bd6698cb4ed1545308925196f39211bf6__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,85-86,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_964614721622_e2ab140f7725,964614721622,fe87c50a3f93c5b1a4e895fdf54afe84612bfd628f9ff10f615aeacb188ec61e__pdf_master__v1.pdf,,RCA prospectus,,1969,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/964614721622/master/fe87c50a3f93c5b1a4e895fdf54afe84612bfd628f9ff10f615aeacb188ec61e__pdf_master__v1.pdf,,121,125,880612075513,archive_graphql.records_v1,,Royal College of Art,29-32,,RCA Prospectuses | 1965-85,https://ddrarchive.org/id/record/880612075513
doc_969853100240_65bdd65a6f2f,969853100240,cf082871956c9786ab81fd84e1bfba836ed2f4e3776ec2e1ed96c6aac071b966.pdf,,Job 146 | Strathclyde police design project,,October 1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/969853100240/master/cf082871956c9786ab81fd84e1bfba836ed2f4e3776ec2e1ed96c6aac071b966__pdf_master__v1.pdf,,170,181,843093176126,archive_graphql.records_v1,Internal,Royal College of Art,,,Job 146 | Strathclyde police design project,https://ddrarchive.org/id/record/843093176126
